Symbol,Year,Month,Day,dayOfWeek,closeDay0,highDay0,openDay0,lowDay0,volumeDay0,closeDay260,highDay260,openDay260,lowDay260,volumeDay260,Sector,Industry,exactDateFounded,IPODATE,markReturn6mo,markReturn3mo
CLRB,2005,6,14,1,74970.0,74970.0,61200.0,61200.0,4.0,28152.0,30600.0,28152.0,30600.0,1.0,Health Care,Major Pharmaceuticals,"April,11,2011",2005-06-14,-0.002127390004289878,-0.004979997169835463
CLS,1998,6,30,1,9.375,9.438,9.032,9.375,6420400.0,21.282,21.438,20.813,21.0,678400.0,Technology,Electrical Products,1994,1998-06-30,0.17268546695784792,0.04104792945371637
CLSD,2016,6,2,3,7.25,8.45,7.14,8.0,1979489.0,7.16,7.1906,6.9,6.9,234258.0,Health Care,Major Pharmaceuticals,"May,2011",2016-06-02,0.009531124287114568,0.05682505460886802
CLUB,2006,6,2,4,13.25,13.5,12.74,13.24,3294437.0,20.07,20.97,19.82,20.25,366842.0,Consumer Services,Hotels/Resorts,1973,2006-06-02,0.01630727353166656,-0.002660730154957538
CLVS,2011,11,16,2,12.56,13.39,12.29,13.05,1912690.0,11.71,12.91,11.58,12.84,423482.0,Health Care,Major Pharmaceuticals,"April,20,2009",2011-11-16,-0.05390111374345355,0.05453741598941367
CLW,2008,12,5,4,11.25,11.5,11.115,11.25,19200.0,24.71,25.12,24.005,24.105,247514.0,Basic Industries,Paper,"December,9,2008",2008-12-05,-0.3980129330798581,-0.3196384712042955
CLWT,1997,3,14,4,12.1715,12.5895,10.912,12.1715,300200.0,9.2345,9.2345,8.393,9.2231,4526.0,Consumer Durables,Diversified Electronic Products,"September,30,1996",1997-03-14,0.15436126802642222,0.09512055666962624
CM,1996,4,11,3,14.875,14.875,14.875,14.875,38200.0,24.797,24.797,24.797,24.797,0.0,Finance,Commercial Banks,"June,1,1961",1996-04-11,0.09325919990714011,0.05112080411785014
CMCM,2014,5,8,3,14.1,16.43,13.95,15.25,7691734.0,22.67,23.09,21.98,22.87,859347.0,Technology,Computer Software: Prepackaged Software,"July,30,2009",2014-05-08,0.06077000382699923,0.043542757470367004
CMCO,1996,2,23,4,15.5625,16.25,15.5,15.5625,4292700.0,18.0,18.0,17.625,17.75,12300.0,Capital Goods,Construction/Ag Equipment/Trucks,1875,1996-02-23,0.18257523787321506,0.09815493695363171
CME,2002,12,6,4,8.58,8.64,7.78,7.8,27551000.0,14.126,14.29,13.82,13.82,1473000.0,Finance,Investment Bankers/Brokers/Service,1898,2002-12-06,-0.11912746801992742,0.014128786831339784
CMG,2006,1,26,3,44.0,48.28,39.51,45.0,13213600.0,57.48,58.25,57.15,58.2,1139100.0,Consumer Services,Restaurants,1993,2006-01-26,0.027226370740327136,0.06152533073218314
CMP,2003,12,12,4,13.75,14.18,13.0,13.0,5871100.0,23.53,23.75,23.14,23.14,275400.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),1993,2003-12-12,0.07280843502904841,0.05161830674793103
CMPR,2005,9,30,4,15.25,15.71,12.01,14.0,5356823.0,25.94,26.76,25.45,26.25,435368.0,Miscellaneous,Publishing,"January,1995",2005-09-30,0.0391650808716701,0.03051219980787704
CMRE,2010,11,4,3,11.85,12.12,11.5,12.0,7605788.0,12.57,12.72,12.33,12.48,35493.0,Transportation,Marine Transportation,"April,21,2008",2010-11-04,0.02075663416693615,0.06273727983019921
CMRX,2013,4,11,3,18.79,18.79,15.11,15.14,4500760.0,20.72,22.495,20.11,21.98,405766.0,Health Care,Major Pharmaceuticals,"April,2000",2013-04-11,0.10810001001037245,0.07858423817363812
CNAT,2013,7,25,3,9.5,11.24,9.08,11.0,3417697.0,8.02,8.41,7.85,8.32,280112.0,Health Care,Major Pharmaceuticals,"July,13,2005",2013-07-25,0.12174641056612895,0.0635771184319037
CNC,2001,12,13,3,2.867,2.95,2.3785,2.38,28183800.0,5.4435,5.535,5.3585,5.37,640716.0,Health Care,Medical Specialities,1984,2001-12-13,-0.08418978040616105,0.09463107801491115
CNCE,2014,2,13,3,14.18,16.26,14.0,15.75,4158607.0,13.22,13.25,12.68,13.06,48152.0,Health Care,Major Pharmaceuticals,"April,12,2006",2014-02-13,0.07384188805192239,0.020909096389239618
CNDT,2016,12,13,1,16.0,16.26,15.05,15.05,104373.0,15.35,15.65,15.305,15.39,2502628.0,Miscellaneous,Business Services,"January,3,2017",2016-12-13,0.0855674667061226,0.06109013559490897
CNFR,2015,8,13,3,10.6,10.6,9.75,9.75,523035.0,8.0,8.05,7.45,7.91,5095.0,Finance,Property-Casualty Insurers,"October,27,2009",2015-08-13,-0.005216973594150191,-0.0059233024647909445
CNHI,2013,9,30,0,12.5,13.29,12.45,12.75,1508616.0,7.81,7.9,7.79,7.88,620894.0,Capital Goods,Construction/Ag Equipment/Trucks,"November,12,2012",2013-09-30,0.08294868830503817,0.04754919064242474
CNIT,2006,9,18,0,6.0,6.0,6.0,6.0,250.0,13.6,14.0,13.6,14.0,50.0,Technology,Computer Software: Prepackaged Software,1993,2006-09-18,0.011171789174569962,0.06413039680012442
CNK,2007,4,24,1,18.91,19.3,17.74,19.0,18877950.0,14.14,14.54,13.86,14.43,186520.0,Consumer Services,Movies/Entertainment,1984,2007-04-24,0.07517899814215398,0.028330809503163582
CNO,2003,9,10,2,20.0,21.0,19.75,20.0,266000.0,17.17,17.26,17.13,17.25,682200.0,Finance,Accident &Health Insurance,1979,2003-09-10,0.26711498446834075,0.0389199819356171
CNQ,2000,7,31,0,3.4845,3.5625,3.4845,3.5625,104000.0,3.664,3.684,3.65,3.66,27200.0,Energy,Oil & Gas Production,"November,7,1973",2000-07-31,0.018236488980178957,-0.03293716012365912
CNS,2004,8,13,4,13.0,13.3,13.0,13.11,1693000.0,20.0,20.4,19.9,20.4,29900.0,Finance,Investment Managers,1986,2004-08-13,-0.0720713503129396,-0.030288901091022124
CNSL,2005,7,22,4,13.79,13.79,12.48,13.0,7348199.0,15.8,16.1,15.7,16.1,116070.0,Public Utilities,Telecommunications Equipment,"August,10,1894",2005-07-22,0.05438456632653061,0.0650279868961844
CNX,1999,4,30,4,5.9428,6.6726,5.4215,5.9428,18740620.0,4.3268,4.3268,4.1445,4.2246,162334.0,Energy,Oil & Gas Production,1864,1999-04-30,0.22223224657386612,0.054854639477366456
CNXM,2014,9,25,3,30.4,30.4,26.8,28.5,14251380.0,10.3,10.84,10.01,10.75,256608.0,Public Utilities,Natural Gas Distribution,"May,30,2014",2014-09-25,0.07111847753465105,0.01978536636417947
CNXN,1998,3,3,1,14.167,14.292,13.3333,14.167,5778750.0,10.75,10.917,10.167,10.26,113850.0,Consumer Services,Catalog/Specialty Distribution,1982,1998-03-03,0.129157381191415,0.07261681892597822
CO,2007,1,25,3,5.5,5.5,5.5,5.5,50100.0,5.66,5.66,5.64,5.64,72873.0,Finance,Business Services,"January,17,2008",2007-01-25,0.13496154036710178,0.04189639522443674
COBZ,1998,6,18,3,6.167,6.333,6.0,6.167,1002150.0,5.222,5.306,5.111,5.22,8775.0,Finance,Major Banks,"February,19,1980",1998-06-18,0.15891342981100698,0.01988905357050485
COE,2016,6,10,4,18.98,20.84,18.84,19.5,1573940.0,15.56,16.3688,15.55,16.2011,23466.0,Consumer Services,Other Consumer Services,"November,2012",2016-06-10,0.0308201325397035,0.06328505032684795
COL,2001,6,15,4,24.0,24.0,21.1,21.1,4200.0,23.86,24.8,23.82,24.58,532900.0,Capital Goods,Military/Government/Technical,"September,22,1933",2001-06-15,-0.07032734640086787,0.039461070768657236
COLL,2015,5,7,3,12.29,13.0,11.92,12.0,1014850.0,15.95,17.1,15.1554,17.09,266676.0,Health Care,Major Pharmaceuticals,"October,2003",2015-05-07,0.023736100513478457,0.016323476488847608
COLM,1998,3,27,4,7.3125,8.2915,7.2915,7.3125,21022500.0,4.5315,4.5835,4.1875,4.21,311400.0,Consumer Non-Durables,Apparel,1938,1998-03-27,0.15467725871014115,0.1546652090189265
COMM,2013,10,25,4,14.99,15.42,14.72,15.01,21874424.0,22.82,23.12,22.6433,23.12,467238.0,Technology,Radio And Television Broadcasting And Communications Equipment,1976,2013-10-25,0.10529530678948139,0.03657443945514717
CONE,2013,1,18,4,21.2,22.1,20.66,21.0,12735963.0,21.8,21.96,21.56,21.95,285647.0,Consumer Services,Real Estate Investment Trusts,"July,31,2012",2013-01-18,0.07878896094137783,0.016193871120973112
CONN,2003,11,25,1,13.5711,14.0764,13.1398,13.6523,4054432.0,15.4208,15.4208,14.6629,14.8794,125246.0,Consumer Services,Consumer Electronics/Video Chains,1890,2003-11-25,0.10572999711079215,0.05873940364026781
COOL,1999,8,16,0,8820.0,8820.0,5880.0,8820.0,1.0,4778.9112,6984.5874,4778.9112,4778.9112,4.0,Technology,Computer Software: Prepackaged Software,2004,1999-08-16,0.06909745700527424,-0.008816741154871247
COR,2010,9,23,3,16.01,16.54,15.55,16.0,15561023.0,13.94,14.75,13.89,14.16,129447.0,Consumer Services,Real Estate Investment Trusts,2001,2010-09-23,-0.03397294527665142,0.03867989150895731
CORE,2005,4,13,2,6.5625,6.5625,6.3125,6.5625,1224.0,9.58,9.58,9.3625,9.3775,105644.0,Consumer Non-Durables,Food Distributors,1888,2005-04-13,0.06654692562913096,0.008756260581172692
CORI,2014,4,3,3,8.0,8.48,7.67,8.26,3351231.0,7.06,7.14,6.27,6.27,5908.0,Health Care,Major Pharmaceuticals,1999,2014-04-03,0.12643417125141157,0.03250573584562072
CORR,2007,2,2,4,75.0,77.0,70.7,75.0,693420.0,63.6,63.9,62.15,62.45,8440.0,Consumer Services,Real Estate Investment Trusts,"September,8,2005",2007-02-02,0.13193094051025447,0.057483857380547475
CORT,2004,4,14,2,12.23,12.65,12.0,12.25,358208.0,3.53,3.73,3.52,3.6,15303.0,Health Care,Major Pharmaceuticals,"May,13,1998",2004-04-14,0.0761900773960318,-0.00095538168837367
COTY,2013,6,13,3,17.36,17.52,16.9,17.5,46263348.0,17.11,17.3,16.99,17.17,633960.0,Consumer Non-Durables,Package Goods/Cosmetics,1904,2013-06-13,0.13601752439385373,0.03731055198471443
COUP,2016,10,6,3,33.28,41.61,31.75,35.0,16892884.0,32.42,32.52,31.815,31.9,900308.0,Technology,Computer Software: Prepackaged Software,2006,2016-10-06,0.04503405123118748,0.028575102778979906
COWN,2006,7,13,3,63.52,65.4,60.64,64.0,1922381.0,69.86,69.86,67.08,67.08,41860.0,Finance,Investment Bankers/Brokers/Service,1918,2006-07-13,-0.022530121772629974,-0.023675080401243467
CPA,2005,12,15,3,24.25,24.42,21.95,22.53,11577900.0,47.99,49.0,47.6,48.39,315600.0,Transportation,Air Freight/Delivery Services,"May,6,1998",2005-12-15,0.05483269786448271,0.03666116367740737
CPAC,2012,2,8,2,11.08,11.5,9.82,11.5,4765218.0,13.61,13.75,13.61,13.68,9132.0,Capital Goods,Building Materials,1949,2012-02-08,0.20330346402030136,0.055748011186397835
CPAH,2004,4,7,2,17.95,17.95,8.5,17.95,3943.0,43.5,47.5,40.5,43.5,5406.0,Technology,Computer Software: Prepackaged Software,"October,28,2002",2004-04-07,0.10479676129871301,0.019381601286239846
CPG,2008,10,27,0,18.8726,19.0,17.809,18.8287,16100.0,35.5132,36.4638,35.3,36.201,12860.0,Energy,Oil & Gas Production,"April,20,1994",2008-10-27,-0.37210766301400733,-0.2897024206684382
CPIX,2009,8,11,1,16.83,17.75,16.35,17.0,1743173.0,6.41,6.46,6.3,6.33,50882.0,Health Care,Major Pharmaceuticals,"January,6,1999",2009-08-11,0.20793051476735425,0.10762833399610713
CPL,2004,9,29,2,5.672,5.7981,5.672,5.672,8688950.0,10.2412,10.3515,9.7685,9.7685,483318.0,Public Utilities,Electric Utilities: Central,"November,16,1912",2004-09-29,-0.011055896757399507,-0.02300641938169805
CPLA,2006,11,10,4,25.11,26.2,24.0,25.0,3894998.0,72.09,73.95,71.54,73.4,345709.0,Consumer Services,Other Consumer Services,"December,27,1991",2006-11-10,0.04193973730405516,0.08375456440305037
CPLP,2007,3,30,4,26.75,26.97,25.5,26.0,8263293.0,18.14,19.33,17.13,18.41,36700.0,Transportation,Marine Transportation,"January,16,2007",2007-03-30,0.06851101665084536,0.004186117332442207
CPRX,2006,11,8,2,6.1,6.23,5.4,6.0,1572395.0,3.0,4.0,2.48,3.0,278064.0,Health Care,Major Pharmaceuticals,"January,2002",2006-11-08,0.04392065144220469,0.08758296399641934
CPS,2010,5,25,1,31.5,31.5,31.5,31.5,18200.0,47.75,48.0,47.75,48.0,1833.0,Capital Goods,Auto Parts:O.E.M.,2004,2010-05-25,-0.03329639961658691,-0.026556221143685135
CPSH,2000,1,3,0,0.625,0.8125,0.625,0.8125,700.0,0.5625,0.5625,0.4688,0.5625,0.0,Capital Goods,Building Materials,1984,2000-01-03,0.058445959404225256,0.12620728767077657
CPSI,2002,5,21,1,18.12,18.41,17.02,18.41,1682900.0,21.15,21.35,21.0,21.0,47100.0,Technology,EDP Services,1979,2002-05-21,-0.03970873525827871,0.010111526161861662
CPST,2000,6,29,3,959.38,1035.0,547.5,547.6,872320.0,431.0,441.2,426.0,430.8,67410.0,Energy,Industrial Machinery/Components,1988,2000-06-29,-0.005903827148713151,-0.0355978525620588
CRAI,1998,4,24,4,23.125,25.25,21.75,23.125,3292300.0,25.625,25.625,25.625,25.625,0.0,Miscellaneous,Other Consumer Services,1965,1998-04-24,0.18896811800493005,0.16994612233984913
CRBP,2014,10,27,0,3.0,3.0,3.0,3.0,500.0,1.69,1.77,1.6566,1.72,114997.0,Health Care,Major Pharmaceuticals,"December,2013",2014-10-27,0.0508978135634823,-0.007241399496435526
CRC,2014,11,13,3,81.0,97.1,72.0,90.0,927413.0,40.5,44.2,38.8,42.3,617598.0,Energy,Oil & Gas Production,"April,23,2014",2014-11-13,0.0742048815259481,0.04701756322138914
CRCM,2014,1,24,4,24.3,24.4,21.21,21.21,7471826.0,7.42,7.62,7.36,7.45,30013.0,Consumer Services,Other Consumer Services,"October,27,2006",2014-01-24,0.08453445821585638,0.04359986586736099
CRESY,1997,3,19,2,16.3611,16.5788,16.2521,16.3611,378870.0,18.1063,18.1063,17.7792,17.8985,14668.0,Finance,Real Estate,"December,31,1936",1997-03-19,0.15616394311058748,0.058866073272959465
CRI,2003,10,24,4,12.325,12.515,11.7,12.025,9031400.0,14.55,14.575,14.35,14.55,186200.0,Consumer Non-Durables,Apparel,1865,2003-10-24,0.1342286602795484,0.05314796785133487
CRIS,2000,8,1,1,24.375,27.25,24.0,27.13,190500.0,6.2,6.45,6.11,6.38,75800.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"February,14,2000",2000-08-01,0.015291444077699941,-0.025486152865869232
CRL,2000,6,23,4,22.0,23.625,18.5,19.5,7986500.0,31.2,31.2,29.75,30.8,440100.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1947,2000-06-23,-0.004223920521790037,-0.049215911923632664
CRM,2004,6,23,2,4.3,4.325,3.6875,3.75,43444000.0,4.9875,5.0975,4.815,5.07,4418000.0,Technology,Computer Software: Prepackaged Software,"February,1999",2004-06-23,0.035026745829748886,0.036985314515047364
CRME,1996,9,9,0,11.8,11.8,11.8,11.8,200.0,20.0,20.0,18.68,20.0,320.0,Health Care,Major Pharmaceuticals,"December,12,1986",1996-09-09,0.024467942668419337,-0.02451794383359747
CRNT,2000,8,4,4,22.5,30.125,21.0,28.0,8023199.0,3.141,3.141,3.07,3.07,5500.0,Technology,Radio And Television Broadcasting And Communications Equipment,"July,23,1996",2000-08-04,0.019791250569163536,0.030498743547893052
CRON,2016,7,12,1,0.165,0.1667,0.165,0.166,30000.0,1.419,1.461,1.3942,1.43,33078.0,Consumer Durables,Specialty Chemicals,"August,21,2012",2016-07-12,0.10237886237005221,0.03659077977525828
CROX,2006,2,8,2,14.275,16.25,14.07,15.0,23813956.0,28.75,29.285,28.315,28.885,3135350.0,Consumer Non-Durables,Shoe Manufacturing,2002,2006-02-08,0.025876255416606247,0.029698310745731937
CRSP,2016,10,19,2,14.09,16.32,14.01,15.0,1884289.0,17.79,18.51,17.59,18.45,201753.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,2016-10-19,0.0184691774211299,-0.011174856645886654
CRTO,2013,10,30,2,35.39,45.0,35.25,42.0,9252635.0,31.86,32.07,30.89,31.02,402252.0,Technology,Advertising,"November,3,2005",2013-10-30,0.10915328326491965,0.0510035779180421
CRVS,2016,3,23,2,14.25,15.39,14.25,15.0,1643589.0,19.93,20.77,19.01,20.39,64815.0,Health Care,Major Pharmaceuticals,"January,27,2014",2016-03-23,0.0572737412073625,-0.007019357725988761
CRZO,1997,8,6,2,12.125,12.875,11.625,12.125,1723100.0,2.813,3.125,2.813,3.125,20400.0,Energy,Oil & Gas Production,"December,1993",1997-08-06,0.22075237494541142,0.15053878404544455
CSFL,2001,1,29,0,5.9375,6.0,5.9375,5.9375,600.0,8.325,8.325,8.275,8.275,7200.0,Finance,Major Banks,"September,20,1999",2001-01-29,-0.05303216120246808,-0.031251399153224835
CSGP,1998,7,1,2,9.188,9.5,9.0,9.188,752400.0,43.5,44.125,42.063,42.13,106200.0,Miscellaneous,Business Services,1987,1998-07-01,0.16286510437679244,0.023182728728299788
CSGS,1996,2,28,2,11.5,11.89,10.25,11.5,6837600.0,8.938,9.125,8.938,8.97,9800.0,Technology,EDP Services,"October,17,1994",1996-02-28,0.1577497618586218,0.06726024768125287
CSII,2006,6,28,2,101.0,102.5,96.6,100.0,159491.0,57.8,58.4,57.4,57.5,939.0,Health Care,Medical/Dental Instruments,2000,2006-06-28,-0.015077526972389156,-0.041779134502659014
CSIQ,2006,11,9,3,15.63,16.73,15.21,15.52,6866528.0,12.2299,14.41,11.7,12.6,2291067.0,Technology,Semiconductors,"October,2001",2006-11-09,0.04571589068703769,0.09460881089365365
CSLT,2014,3,14,4,39.8,41.95,37.1,37.5,11539025.0,7.85,7.925,7.39,7.39,920747.0,Technology,EDP Services,"January,2008",2014-03-14,0.08761780889107072,0.033472480577145615
CSOD,2011,3,17,3,19.07,20.25,17.95,18.0,7364445.0,21.0,21.1892,20.12,20.54,356212.0,Technology,Computer Software: Prepackaged Software,"May,24,1999",2011-03-17,0.1166410887172558,0.010426775527764123
CSTE,2012,3,22,3,11.11,11.52,10.7,10.99,4904048.0,24.73,25.3,24.5501,25.3,56815.0,Capital Goods,Building Materials,1987,2012-03-22,0.24197912627591547,0.11873206909763756
CSTM,2013,5,23,3,14.53,14.65,13.26,13.5,9415870.0,29.04,29.45,28.5,28.69,484492.0,Basic Industries,Metal Fabrications,"May,14,2010",2013-05-23,0.17471521619867778,0.11257855479282178
CSTR,2016,9,22,3,15.9,16.95,15.5,16.56,1198072.0,18.05,18.208,17.72,17.72,24978.0,Finance,Major Banks,"December,1,2015",2016-09-22,0.055283474319439266,0.0372438408181313
CSV,1996,8,9,4,16.5,16.75,14.25,16.5,1601500.0,22.25,22.25,21.75,21.75,3000.0,Consumer Services,Other Consumer Services,1991,1996-08-09,0.009476410842288324,0.026571059043740318
CSWI,2015,9,30,2,30.0,30.0,30.0,30.0,239.0,32.5,32.77,32.1,32.34,76475.0,Basic Industries,Home Furnishings,"November,6,2014",2015-09-30,-0.09689682172727995,-0.08677197642411412
CTHR,1997,11,14,4,11.238,11.81,11.048,11.238,1334549.0,7.334,7.619,6.952,7.144,9974.0,Consumer Durables,Consumer Specialties,1995,1997-11-14,0.0964307894790059,-0.00876979812865213
CTIB,1997,11,5,2,15.4335,15.4335,10.7089,10.7089,107867.0,6.8513,8.1892,6.7733,7.8867,4127.0,Basic Industries,Specialty Chemicals,"October,14,1983",1997-11-05,0.13304993997487846,-0.012190624873827436
CTIC,1997,3,21,4,123000.0,130500.0,120000.0,123000.0,56.0,135000.0,147000.0,135000.0,147000.0,8.0,Health Care,Major Pharmaceuticals,"September,1991",1997-03-21,0.1400915491805669,0.047836505009137054
CTLT,2014,7,31,3,19.99,20.33,19.3,20.0,14208657.0,33.25,33.736,33.12,33.69,1557872.0,Health Care,Major Pharmaceuticals,"April,2007",2014-07-31,0.1051728014089182,0.04571246442275083
CTMX,2015,10,8,3,12.9,17.02,12.76,16.0,1000412.0,15.36,15.79,15.17,15.77,65944.0,Health Care,Major Pharmaceuticals,"September,2010",2015-10-08,-0.041342019466049804,-0.024845162077996096
CTRE,2014,5,29,3,17.49,17.49,17.49,17.49,100.0,13.22,13.32,12.91,13.21,57479.0,Consumer Services,Real Estate Investment Trusts,"October,29,2013",2014-05-29,0.057575252839210674,0.027067186236059023
CTRL,2013,8,2,4,20.05,20.7,18.14,18.7,3803535.0,15.91,15.977,14.96,15.59,844608.0,Capital Goods,Electrical Products,"March,27,2003",2013-08-02,0.14117712637771962,0.06840305186867089
CTRN,2005,5,18,2,15.7,16.95,15.5,16.95,3856714.0,48.6,48.6,47.4,47.4,163697.0,Consumer Services,Clothing/Shoe/Accessory Stores,1946,2005-05-18,-0.008237927926794326,-0.02312762072144604
CTRP,2003,12,9,1,2.1212,2.3344,1.5,1.5006,89558112.0,3.4331,3.4956,3.3594,3.3831,6786032.0,Miscellaneous,Business Services,"June,1999",2003-12-09,0.09567290364377878,0.04508543711061879
CTRV,2014,2,10,0,0.75,0.75,0.75,0.75,1000.0,4.32,4.95,4.246,4.95,62626.0,Health Care,Major Pharmaceuticals,"May,15,2013",2014-02-10,0.06365904733030842,0.014182598623537348
CTSH,1998,6,19,4,0.2085,0.2188,0.198,0.2085,61454400.0,0.4948,0.5182,0.4948,0.5,249600.0,Technology,EDP Services,1994,1998-06-19,0.16856076478380283,0.015260525475655724
CTXR,2014,10,2,3,15.0,15.0,15.0,15.0,66.0,25.5,25.5,25.5,25.5,0.0,Health Care,Major Pharmaceuticals,"September,09,2010",2014-10-02,0.029224183749613386,-0.014412879950509662
CUBE,2004,10,22,4,16.73,17.1,16.5,17.0,5590100.0,19.89,20.0,19.78,19.8,164100.0,Consumer Services,Real Estate Investment Trusts,"July,2004",2004-10-22,-0.02933518891593519,0.008798024064381509
CUBI,2012,2,21,1,10.9091,10.9091,10.9091,10.9091,136.0,16.3636,16.5818,16.3636,16.3636,3394.0,Finance,Major Banks,"April,7,2010",2012-02-21,0.21125273222248206,0.14103338090710507
CUI,2001,5,4,4,11.25,11.25,10.5,11.25,466.0,24.0,25.8,24.0,24.0,1886.0,Consumer Non-Durables,Electronic Components,1989,2001-05-04,-0.1282022586831451,-0.0780693474645293
CUK,2000,10,23,0,14.98,14.98,14.4599,14.464,26435.0,9.6704,10.0699,9.529,10.0283,65367.0,Consumer Services,Marine Transportation,"July,19,2000",2000-10-23,-0.02303017916298179,-0.04600180534908862
CUR,2006,12,20,2,26.0,39.13,16.25,16.25,39076.0,36.92,37.7,36.01,37.05,1038.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1996,2006-12-20,0.14952589623669033,0.07574064734533144
CUTR,2004,3,31,2,14.0,14.59,13.9,14.59,2041178.0,19.31,19.4,18.8,18.8,50361.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"August,1998",2004-03-31,0.13156022084116825,0.013562086713700051
CVCO,2003,6,20,4,7.5,7.5,6.35,7.5,110000.0,19.995,20.17,19.88,19.99,9936.0,Basic Industries,Homebuilding,1965,2003-06-20,0.11045369447481121,0.13593023812612232
CVE,2009,11,17,1,25.0,25.0,25.0,25.0,100.0,28.41,28.87,28.06,28.71,1108380.0,Energy,Oil & Gas Production,"November,30,2009",2009-11-17,0.2193996131016219,0.13225079454788394
CVG,1998,8,13,3,16.625,17.25,15.625,16.625,5835500.0,22.188,22.313,21.313,22.31,1012400.0,Technology,EDP Services,1998,1998-08-13,0.06286694522967087,-0.030960097869219168
CVGI,2004,8,5,3,13.1,13.92,12.95,13.05,4669718.0,22.03,23.01,21.25,23.0,191330.0,Capital Goods,Auto Parts:O.E.M.,1997,2004-08-05,-0.02654636479575971,-0.02041855662876838
CVGW,2002,3,22,4,6.9,6.9,6.9,6.9,6100.0,7.04,7.05,7.04,7.04,3500.0,Consumer Non-Durables,Farming/Seeds/Milling,1924,2002-03-22,0.14962374984983753,0.007810196318150857
